country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Albania,1989,female,5-14 years,,321900,,2335124988
Albania,1989,female,75+ years,,37000,,2335124988
Albania,1989,male,5-14 years,,349700,,2335124988
Albania,1992,male,35-54 years,12,343800,,709452584
Albania,1992,male,15-24 years,9,263700,,709452584
Albania,1992,male,55-74 years,5,159500,,709452584
Albania,1992,male,25-34 years,7,245500,,709452584
Albania,1992,female,15-24 years,7,292400,,709452584
Albania,1992,female,25-34 years,4,267400,,709452584
Albania,1992,female,35-54 years,2,323100,,709452584
Albania,1992,female,55-74 years,1,164900,,709452584
Albania,1992,female,5-14 years,,336700,,709452584
Albania,1992,female,75+ years,,38700,,709452584
Albania,1992,male,5-14 years,,362900,,709452584
Albania,1992,male,75+ years,,23900,,709452584
Albania,1993,male,15-24 years,18,243300,,1228071038
Albania,1993,male,55-74 years,7,165000,,1228071038
Albania,1993,male,75+ years,1,24200,,1228071038
Albania,1993,male,25-34 years,9,230100,,1228071038
Albania,1993,female,15-24 years,1,285300,,1228071038
Albania,1993,male,35-54 years,1,350300,,1228071038
Albania,1993,female,25-34 years,7,261800,,1228071038
Albania,1993,female,35-54 years,7,331200,,1228071038
Albania,1993,female,55-74 years,2,169500,,1228071038
Albania,1993,female,5-14 years,1,340300,,1228071038
Albania,1993,male,5-14 years,1,367000,,1228071038
Albania,1993,female,75+ years,,39300,,1228071038
Albania,1994,male,75+ years,2,24600,,1985673798
Albania,1994,male,55-74 years,11,171400,,1985673798
Albania,1994,female,75+ years,2,39900,,1985673798
Albania,1994,male,25-34 years,6,231400,,1985673798
Albania,1994,male,35-54 years,9,362800,,1985673798
Albania,1994,male,15-24 years,6,242200,,1985673798
Albania,1994,female,15-24 years,6,282600,,1985673798
Albania,1994,female,25-34 years,4,261100,,1985673798
Albania,1994,female,35-54 years,2,342500,,1985673798
Albania,1994,female,55-74 years,1,174600,,1985673798
Albania,1994,male,5-14 years,1,371800,,1985673798
Albania,1994,female,5-14 years,,344400,,1985673798
Albania,1995,male,25-34 years,13,232900,0.619,2424499009
Albania,1995,male,55-74 years,9,178000,0.619,2424499009
Albania,1995,female,75+ years,2,40800,0.619,2424499009
Albania,1995,female,15-24 years,13,283500,0.619,2424499009
Albania,1995,male,15-24 years,11,241200,0.619,2424499009
Albania,1995,male,75+ years,1,25100,0.619,2424499009
Albania,1995,male,35-54 years,14,375900,0.619,2424499009
Albania,1995,female,25-34 years,7,264000,0.619,2424499009
Albania,1995,female,35-54 years,8,356400,0.619,2424499009
Albania,1995,male,5-14 years,6,376500,0.619,2424499009
Albania,1995,female,55-74 years,2,180400,0.619,2424499009
Albania,1995,female,5-14 years,2,348700,0.619,2424499009
Albania,1996,male,75+ years,2,25400,,3314898292
Albania,1996,male,15-24 years,17,243600,,3314898292
Albania,1996,male,25-34 years,14,235300,,3314898292
Albania,1996,female,15-24 years,16,287700,,3314898292
Albania,1996,female,75+ years,2,41200,,3314898292
Albania,1996,female,25-34 years,1,267900,,3314898292
Albania,1996,male,35-54 years,12,379600,,3314898292
Albania,1996,female,35-54 years,9,362000,,3314898292
Albania,1996,male,55-74 years,3,179900,,3314898292
Albania,1996,female,55-74 years,1,183100,,3314898292
Albania,1996,male,5-14 years,2,380400,,3314898292
Albania,1996,female,5-14 years,1,354100,,3314898292
Albania,1997,male,25-34 years,36,236000,,2359903108
Albania,1997,male,15-24 years,33,244400,,2359903108
Albania,1997,male,75+ years,3,25400,,2359903108
Albania,1997,male,35-54 years,3,380800,,2359903108
Albania,1997,female,15-24 years,21,294000,,2359903108
Albania,1997,male,55-74 years,12,180300,,2359903108
Albania,1997,female,25-34 years,16,273900,,2359903108
Albania,1997,female,75+ years,2,42100,,2359903108
Albania,1997,female,35-54 years,7,370100,,2359903108
Albania,1997,female,5-14 years,6,361800,,2359903108
Albania,1997,male,5-14 years,4,381500,,2359903108
Albania,1997,female,55-74 years,,187000,,2359903108
Albania,1998,male,75+ years,3,25800,,2707123772
Albania,1998,male,15-24 years,27,248800,,2707123772
Albania,1998,female,15-24 years,32,295600,,2707123772
Albania,1998,male,25-34 years,26,240400,,2707123772
Albania,1998,male,35-54 years,29,388200,,2707123772
Albania,1998,male,55-74 years,9,183800,,2707123772
Albania,1998,female,25-34 years,1,275300,,2707123772
Albania,1998,female,55-74 years,6,188200,,2707123772
Albania,1998,female,35-54 years,9,372100,,2707123772
Albania,1998,male,5-14 years,2,388400,,2707123772
Albania,1998,female,5-14 years,1,363800,,2707123772
Albania,1998,female,75+ years,,42300,,2707123772
Albania,1999,male,75+ years,3,25900,,3414760915
Albania,1999,male,15-24 years,24,250600,,3414760915
Albania,1999,female,75+ years,4,42400,,3414760915
Albania,1999,male,35-54 years,31,391100,,3414760915
Albania,1999,male,25-34 years,19,242300,,3414760915
Albania,1999,male,55-74 years,14,185200,,3414760915
Albania,1999,female,15-24 years,19,296800,,3414760915
Albania,1999,female,25-34 years,13,276500,,3414760915
Albania,1999,female,55-74 years,6,188800,,3414760915
Albania,1999,female,35-54 years,5,373600,,3414760915
Albania,1999,female,5-14 years,1,365200,,3414760915
Albania,1999,male,5-14 years,,391300,,3414760915
Albania,2000,male,25-34 years,17,232000,0.656,3632043908
Albania,2000,male,55-74 years,1,177400,0.656,3632043908
Albania,2000,female,75+ years,2,37800,0.656,3632043908
Albania,2000,male,75+ years,1,24900,0.656,3632043908
Albania,2000,female,15-24 years,6,263900,0.656,3632043908
Albania,2000,male,15-24 years,5,240000,0.656,3632043908
Albania,2000,female,35-54 years,5,332200,0.656,3632043908
Albania,2000,female,25-34 years,3,245800,0.656,3632043908
Albania,2000,male,35-54 years,4,374700,0.656,3632043908
Albania,2000,male,5-14 years,1,374900,0.656,3632043908
Albania,2000,female,5-14 years,,324700,0.656,3632043908
Albania,2000,female,55-74 years,,168000,0.656,3632043908
Albania,2001,male,25-34 years,22,206484,,4060758804
Albania,2001,male,35-54 years,34,378826,,4060758804
Albania,2001,male,55-74 years,11,196670,,4060758804
Albania,2001,female,75+ years,2,47254,,4060758804
Albania,2001,male,15-24 years,1,256039,,4060758804
Albania,2001,female,15-24 years,9,271359,,4060758804
Albania,2001,female,35-54 years,12,370191,,4060758804
Albania,2001,male,75+ years,1,31044,,4060758804
Albania,2001,female,55-74 years,6,189799,,4060758804
Albania,2001,male,5-14 years,6,321556,,4060758804
Albania,2001,female,25-34 years,4,222771,,4060758804
Albania,2001,female,5-14 years,2,307356,,4060758804
Albania,2002,male,75+ years,4,31007,,4435078648
Albania,2002,male,25-34 years,23,206286,,4435078648
Albania,2002,male,35-54 years,35,382139,,4435078648
Albania,2002,male,55-74 years,13,198130,,4435078648
Albania,2002,male,15-24 years,15,263067,,4435078648
Albania,2002,female,15-24 years,14,275970,,4435078648
Albania,2002,female,35-54 years,15,375113,,4435078648
Albania,2002,female,25-34 years,7,223685,,4435078648
Albania,2002,female,75+ years,1,47407,,4435078648
Albania,2002,female,55-74 years,4,191712,,4435078648
Albania,2002,female,5-14 years,1,304850,,4435078648
Albania,2002,male,5-14 years,1,319473,,4435078648
Albania,2003,female,75+ years,6,49088,,5746945913
Albania,2003,male,55-74 years,16,201520,,5746945913
Albania,2003,male,35-54 years,28,386196,,5746945913
Albania,2003,male,15-24 years,15,273235,,5746945913
Albania,2003,female,15-24 years,14,283709,,5746945913
Albania,2003,female,55-74 years,9,195699,,5746945913
Albania,2003,male,25-34 years,9,205433,,5746945913
Albania,2003,female,25-34 years,9,222941,,5746945913
Albania,2003,female,35-54 years,13,381760,,5746945913
Albania,2003,male,75+ years,1,32667,,5746945913
Albania,2003,male,5-14 years,4,313204,,5746945913
Albania,2003,female,5-14 years,,298477,,5746945913
Albania,2004,male,75+ years,4,35526,,7314865176
Albania,2004,male,35-54 years,39,391767,,7314865176
Albania,2004,male,25-34 years,16,203938,,7314865176
Albania,2004,female,15-24 years,2,292268,,7314865176
Albania,2004,male,15-24 years,19,286768,,7314865176
Albania,2004,female,75+ years,3,50970,,7314865176
Albania,2004,female,25-34 years,11,222389,,7314865176
Albania,2004,male,55-74 years,1,207202,,7314865176
Albania,2004,female,35-54 years,17,391436,,7314865176
Albania,2004,female,55-74 years,3,203841,,7314865176
Albania,2004,female,5-14 years,3,286705,,7314865176
Albania,2004,male,5-14 years,1,302181,,7314865176
Albania,2005,female,15-24 years,,281922,0.695,8158548717
Albania,2005,female,25-34 years,,190745,0.695,8158548717
Albania,2005,female,35-54 years,,386513,0.695,8158548717
Albania,2005,female,5-14 years,,276559,0.695,8158548717
Albania,2005,female,55-74 years,,210998,0.695,8158548717
Albania,2005,female,75+ years,,53191,0.695,8158548717
Albania,2005,male,15-24 years,,281675,0.695,8158548717
Albania,2005,male,25-34 years,,177519,0.695,8158548717
Albania,2005,male,35-54 years,,380242,0.695,8158548717
Albania,2005,male,5-14 years,,291367,0.695,8158548717
Albania,2005,male,55-74 years,,214118,0.695,8158548717
Albania,2005,male,75+ years,,38471,0.695,8158548717
Albania,2006,female,15-24 years,,283138,,8992642349
Albania,2006,female,25-34 years,,186391,,8992642349
Albania,2006,female,35-54 years,,388746,,8992642349
Albania,2006,female,5-14 years,,267316,,8992642349
Albania,2006,female,55-74 years,,215907,,8992642349
Albania,2006,female,75+ years,,56011,,8992642349
Albania,2006,male,15-24 years,,286679,,8992642349
Albania,2006,male,25-34 years,,174092,,8992642349
Albania,2006,male,35-54 years,,379076,,8992642349
Albania,2006,male,5-14 years,,282678,,8992642349
Albania,2006,male,55-74 years,,219360,,8992642349
Albania,2006,male,75+ years,,40782,,8992642349
Albania,2007,male,75+ years,8,42366,,10701011897
Albania,2007,male,35-54 years,29,378626,,10701011897
Albania,2007,male,55-74 years,14,224160,,10701011897
Albania,2007,female,75+ years,3,57404,,10701011897
Albania,2007,male,25-34 years,9,172494,,10701011897
Albania,2007,female,15-24 years,13,281080,,10701011897
Albania,2007,male,15-24 years,13,288349,,10701011897
Albania,2007,female,25-34 years,8,183629,,10701011897
Albania,2007,female,55-74 years,9,221120,,10701011897
Albania,2007,female,35-54 years,14,391811,,10701011897
Albania,2007,male,5-14 years,4,272497,,10701011897
Albania,2007,female,5-14 years,,256808,,10701011897
Albania,2008,male,25-34 years,21,172855,,12881352688
Albania,2008,male,35-54 years,37,377119,,12881352688
Albania,2008,male,55-74 years,21,228672,,12881352688
Albania,2008,female,75+ years,5,59369,,12881352688
Albania,2008,female,15-24 years,2,276073,,12881352688
Albania,2008,female,25-34 years,9,182663,,12881352688
Albania,2008,female,35-54 years,19,393832,,12881352688
Albania,2008,male,75+ years,2,44574,,12881352688
Albania,2008,male,15-24 years,11,286702,,12881352688
Albania,2008,female,55-74 years,7,226448,,12881352688
Albania,2008,male,5-14 years,7,262464,,12881352688
Albania,2008,female,5-14 years,1,246288,,12881352688
Albania,2009,female,15-24 years,,270003,,12044212904
Albania,2009,female,25-34 years,,182712,,12044212904
Albania,2009,female,35-54 years,,394286,,12044212904
Albania,2009,female,5-14 years,,236174,,12044212904
Albania,2009,female,55-74 years,,233302,,12044212904
Albania,2009,female,75+ years,,61582,,12044212904
Albania,2009,male,15-24 years,,283448,,12044212904
Albania,2009,male,25-34 years,,174955,,12044212904
Albania,2009,male,35-54 years,,374365,,12044212904
Albania,2009,male,5-14 years,,253007,,12044212904
Albania,2009,male,55-74 years,,234570,,12044212904
Albania,2009,male,75+ years,,47331,,12044212904
Albania,2010,male,55-74 years,2,241852,0.722,11926953259
Albania,2010,male,35-54 years,2,371611,0.722,11926953259
Albania,2010,male,25-34 years,9,179720,0.722,11926953259
Albania,2010,male,75+ years,2,50767,0.722,11926953259
Albania,2010,male,15-24 years,1,279508,0.722,11926953259
Albania,2010,female,25-34 years,6,183579,0.722,11926953259
Albania,2010,female,75+ years,2,64415,0.722,11926953259
Albania,2010,female,35-54 years,12,394593,0.722,11926953259
Albania,2010,female,55-74 years,7,241491,0.722,11926953259
Albania,2010,female,15-24 years,6,263581,0.722,11926953259
Albania,2010,female,5-14 years,2,223969,0.722,11926953259
Albania,2010,male,5-14 years,,240939,0.722,11926953259
Antigua and Barbuda,1985,female,15-24 years,,7709,,240923926
Antigua and Barbuda,1985,female,25-34 years,,6344,,240923926
Antigua and Barbuda,1985,female,35-54 years,,6173,,240923926
Antigua and Barbuda,1985,female,5-14 years,,7339,,240923926
Antigua and Barbuda,1985,female,55-74 years,,3778,,240923926
Antigua and Barbuda,1985,female,75+ years,,949,,240923926
Antigua and Barbuda,1985,male,15-24 years,,7667,,240923926
Antigua and Barbuda,1985,male,25-34 years,,6194,,240923926
Antigua and Barbuda,1985,male,35-54 years,,5970,,240923926
Antigua and Barbuda,1985,male,5-14 years,,7304,,240923926
Antigua and Barbuda,1985,male,55-74 years,,2723,,240923926
Antigua and Barbuda,1985,male,75+ years,,424,,240923926
Antigua and Barbuda,1986,female,15-24 years,,7668,,290440148
Antigua and Barbuda,1986,female,25-34 years,,6209,,290440148
Antigua and Barbuda,1986,female,35-54 years,,6101,,290440148
Antigua and Barbuda,1986,female,5-14 years,,6907,,290440148
Antigua and Barbuda,1986,female,55-74 years,,3764,,290440148
Antigua and Barbuda,1986,female,75+ years,,1014,,290440148
Antigua and Barbuda,1986,male,15-24 years,,7563,,290440148
Antigua and Barbuda,1986,male,25-34 years,,6023,,290440148
Antigua and Barbuda,1986,male,35-54 years,,5947,,290440148
Antigua and Barbuda,1986,male,5-14 years,,6827,,290440148
Antigua and Barbuda,1986,male,55-74 years,,2771,,290440148
Antigua and Barbuda,1986,male,75+ years,,476,,290440148
Antigua and Barbuda,1987,female,15-24 years,,7583,,337174852
Antigua and Barbuda,1987,female,25-34 years,,6101,,337174852
Antigua and Barbuda,1987,female,35-54 years,,6059,,337174852
Antigua and Barbuda,1987,female,5-14 years,,6623,,337174852
Antigua and Barbuda,1987,female,55-74 years,,3738,,337174852
Antigua and Barbuda,1987,female,75+ years,,1081,,337174852
Antigua and Barbuda,1987,male,15-24 years,,7421,,337174852
Antigua and Barbuda,1987,male,25-34 years,,5893,,337174852
Antigua and Barbuda,1987,male,35-54 years,,5927,,337174852
Antigua and Barbuda,1987,male,5-14 years,,6499,,337174852
Antigua and Barbuda,1987,male,55-74 years,,2798,,337174852
Antigua and Barbuda,1987,male,75+ years,,538,,337174852
Antigua and Barbuda,1988,female,15-24 years,,7413,,398637741
Antigua and Barbuda,1988,female,25-34 years,,6041,,398637741
Antigua and Barbuda,1988,female,35-54 years,,6021,,398637741
Antigua and Barbuda,1988,female,5-14 years,,6527,,398637741
Antigua and Barbuda,1988,female,55-74 years,,3708,,398637741
Antigua and Barbuda,1988,female,75+ years,,1141,,398637741
Antigua and Barbuda,1988,male,15-24 years,,7209,,398637741
Antigua and Barbuda,1988,male,25-34 years,,5826,,398637741
Antigua and Barbuda,1988,male,35-54 years,,5907,,398637741
Antigua and Barbuda,1988,male,5-14 years,,6355,,398637741
Antigua and Barbuda,1988,male,55-74 years,,2813,,398637741
Antigua and Barbuda,1988,male,75+ years,,603,,398637741
Antigua and Barbuda,1989,female,15-24 years,,7152,,438794778
Antigua and Barbuda,1989,female,25-34 years,,6059,,438794778
Antigua and Barbuda,1989,female,35-54 years,,5969,,438794778
Antigua and Barbuda,1989,female,5-14 years,,6621,,438794778
Antigua and Barbuda,1989,female,55-74 years,,3696,,438794778
Antigua and Barbuda,1989,female,75+ years,,1195,,438794778
Antigua and Barbuda,1989,male,15-24 years,,6927,,438794778
Antigua and Barbuda,1989,male,25-34 years,,5835,,438794778
Antigua and Barbuda,1989,male,35-54 years,,5862,,438794778
Antigua and Barbuda,1989,male,5-14 years,,6403,,438794778
Antigua and Barbuda,1989,male,55-74 years,,2843,,438794778
Antigua and Barbuda,1989,male,75+ years,,676,,438794778
Antigua and Barbuda,1990,male,35-54 years,1,5799,,459469074
Antigua and Barbuda,1990,female,15-24 years,,6827,,459469074
Antigua and Barbuda,1990,female,25-34 years,,6172,,459469074
Antigua and Barbuda,1990,female,35-54 years,,5895,,459469074
Antigua and Barbuda,1990,female,5-14 years,,6877,,459469074
Antigua and Barbuda,1990,female,55-74 years,,3706,,459469074
Antigua and Barbuda,1990,female,75+ years,,1252,,459469074
Antigua and Barbuda,1990,male,15-24 years,,6598,,459469074
Antigua and Barbuda,1990,male,25-34 years,,5937,,459469074
Antigua and Barbuda,1990,male,5-14 years,,6611,,459469074
Antigua and Barbuda,1990,male,55-74 years,,2902,,459469074
Antigua and Barbuda,1990,male,75+ years,,758,,459469074
Antigua and Barbuda,1991,female,15-24 years,,6595,,481706333
Antigua and Barbuda,1991,female,25-34 years,,6396,,481706333
Antigua and Barbuda,1991,female,35-54 years,,6198,,481706333
Antigua and Barbuda,1991,female,5-14 years,,7089,,481706333
Antigua and Barbuda,1991,female,55-74 years,,3665,,481706333
Antigua and Barbuda,1991,female,75+ years,,1293,,481706333
Antigua and Barbuda,1991,male,15-24 years,,6401,,481706333
Antigua and Barbuda,1991,male,25-34 years,,6156,,481706333
Antigua and Barbuda,1991,male,35-54 years,,6122,,481706333
Antigua and Barbuda,1991,male,5-14 years,,6818,,481706333
Antigua and Barbuda,1991,male,55-74 years,,2857,,481706333
Antigua and Barbuda,1991,male,75+ years,,804,,481706333
Antigua and Barbuda,1992,female,15-24 years,,6369,,499281148
Antigua and Barbuda,1992,female,25-34 years,,6650,,499281148
Antigua and Barbuda,1992,female,35-54 years,,6534,,499281148
Antigua and Barbuda,1992,female,5-14 years,,7311,,499281148
Antigua and Barbuda,1992,female,55-74 years,,3648,,499281148
Antigua and Barbuda,1992,female,75+ years,,1339,,499281148
Antigua and Barbuda,1992,male,15-24 years,,6221,,499281148
Antigua and Barbuda,1992,male,25-34 years,,6409,,499281148
Antigua and Barbuda,1992,male,35-54 years,,6497,,499281148
Antigua and Barbuda,1992,male,5-14 years,,7059,,499281148
Antigua and Barbuda,1992,male,55-74 years,,2851,,499281148
Antigua and Barbuda,1992,male,75+ years,,853,,499281148
Antigua and Barbuda,1993,male,25-34 years,1,6668,,535172778
Antigua and Barbuda,1993,female,15-24 years,,6182,,535172778
Antigua and Barbuda,1993,female,25-34 years,,6914,,535172778
Antigua and Barbuda,1993,female,35-54 years,,6917,,535172778
Antigua and Barbuda,1993,female,5-14 years,,7529,,535172778
Antigua and Barbuda,1993,female,55-74 years,,3662,,535172778
Antigua and Barbuda,1993,female,75+ years,,1386,,535172778
Antigua and Barbuda,1993,male,15-24 years,,6069,,535172778
Antigua and Barbuda,1993,male,35-54 years,,6915,,535172778
Antigua and Barbuda,1993,male,5-14 years,,7298,,535172778
Antigua and Barbuda,1993,male,55-74 years,,2879,,535172778
Antigua and Barbuda,1993,male,75+ years,,896,,535172778
Antigua and Barbuda,1994,female,15-24 years,,6083,,589429593
Antigua and Barbuda,1994,female,25-34 years,,7151,,589429593
Antigua and Barbuda,1994,female,35-54 years,,7357,,589429593
Antigua and Barbuda,1994,female,5-14 years,,7722,,589429593
Antigua and Barbuda,1994,female,55-74 years,,3715,,589429593
Antigua and Barbuda,1994,female,75+ years,,1437,,589429593
Antigua and Barbuda,1994,male,15-24 years,Null,5976,,589429593
Antigua and Barbuda,1994,male,25-34 years,,6886,,589429593
Antigua and Barbuda,1994,male,35-54 years,,7359,,589429593
Antigua and Barbuda,1994,male,5-14 years,,7494,,589429593
Antigua and Barbuda,1994,male,55-74 years,,2935,,589429593
Antigua and Barbuda,1994,male,75+ years,,929,,589429593
Antigua and Barbuda,1995,female,15-24 years,,6099,,577280741
Antigua and Barbuda,1995,female,25-34 years,,7333,,577280741
Antigua and Barbuda,1995,female,35-54 years,,7851,,577280741
Antigua and Barbuda,1995,female,5-14 years,,7885,,577280741
Antigua and Barbuda,1995,female,55-74 years,Null,3808,,577280741
Antigua and Barbuda,1995,female,75+ years,,1488,,577280741
Antigua and Barbuda,1995,male,15-24 years,,5953,,577280741
Antigua and Barbuda,1995,male,25-34 years,,7023,,577280741
Antigua and Barbuda,1995,male,35-54 years,,7809,,577280741
Antigua and Barbuda,1995,male,5-14 years,,7632,,577280741
Antigua and Barbuda,1995,male,55-74 years,,3021,,577280741
Antigua and Barbuda,1995,male,75+ years,,944,,577280741
Antigua and Barbuda,1998,female,15-24 years,,6529,,727860593
Antigua and Barbuda,1998,female,25-34 years,,8332,,727860593
Antigua and Barbuda,1998,female,35-54 years,,9615,,727860593
Antigua and Barbuda,1998,female,5-14 years,,8183,,727860593
Antigua and Barbuda,1998,female,55-74 years,,3921,,727860593
Antigua and Barbuda,1998,female,75+ years,Null,1476,,727860593
Antigua and Barbuda,1998,male,15-24 years,,5916,,727860593
Antigua and Barbuda,1998,male,25-34 years,,7294,,727860593
Antigua and Barbuda,1998,male,35-54 years,,9086,,727860593
Antigua and Barbuda,1998,male,5-14 years,,7706,,727860593
Antigua and Barbuda,1998,male,55-74 years,,3213,,727860593
Antigua and Barbuda,1998,male,75+ years,,954,,727860593
Antigua and Barbuda,1999,female,15-24 years,,6589,,766198926
Antigua and Barbuda,1999,female,25-34 years,,8526,,766198926
Antigua and Barbuda,1999,female,35-54 years,,10311,,766198926
Antigua and Barbuda,1999,female,5-14 years,,8314,,766198926
Antigua and Barbuda,1999,female,55-74 years,,3968,,766198926
Antigua and Barbuda,1999,female,75+ years,,1451,,766198926
Antigua and Barbuda,1999,male,15-24 years,,5845,,766198926
Antigua and Barbuda,1999,male,25-34 years,,7263,,766198926
Antigua and Barbuda,1999,male,35-54 years,,9537,,766198926
Antigua and Barbuda,1999,male,5-14 years,,7805,,766198926
Antigua and Barbuda,1999,male,55-74 years,,3276,,766198926
Antigua and Barbuda,1999,male,75+ years,,947,,766198926
Antigua and Barbuda,2000,male,55-74 years,1,3333,,830158778
Antigua and Barbuda,2000,male,35-54 years,1,10033,,830158778
Antigua and Barbuda,2000,female,15-24 years,,6616,,830158778
Antigua and Barbuda,2000,female,25-34 years,,8595,,830158778
Antigua and Barbuda,2000,female,35-54 years,,11040,,830158778
Antigua and Barbuda,2000,female,5-14 years,,8439,,830158778
Antigua and Barbuda,2000,female,55-74 years,,3986,,830158778
Antigua and Barbuda,2000,female,75+ years,,1413,,830158778
Antigua and Barbuda,2000,male,15-24 years,,5783,,830158778
Antigua and Barbuda,2000,male,25-34 years,,7177,,830158778
Antigua and Barbuda,2000,male,5-14 years,,7973,,830158778
Antigua and Barbuda,2000,male,75+ years,,938,,830158778
Antigua and Barbuda,2001,male,35-54 years,2,10281,,800740259
Antigua and Barbuda,2001,female,15-24 years,,6902,,800740259
Antigua and Barbuda,2001,female,25-34 years,,8425,,800740259
Antigua and Barbuda,2001,female,35-54 years,,11402,,800740259
Antigua and Barbuda,2001,female,5-14 years,,8428,,800740259
Antigua and Barbuda,2001,female,55-74 years,,4037,,800740259
Antigua and Barbuda,2001,female,75+ years,,1487,,800740259
Antigua and Barbuda,2001,male,15-24 years,,6084,,800740259
Antigua and Barbuda,2001,male,25-34 years,,7071,,800740259
Antigua and Barbuda,2001,male,5-14 years,,7958,,800740259
Antigua and Barbuda,2001,male,55-74 years,,3442,,800740259
Antigua and Barbuda,2001,male,75+ years,,980,,800740259
Antigua and Barbuda,2002,female,15-24 years,,7196,,814615333
Antigua and Barbuda,2002,female,25-34 years,,8155,,814615333
Antigua and Barbuda,2002,female,35-54 years,,11760,,814615333
Antigua and Barbuda,2002,female,5-14 years,,8408,,814615333
Antigua and Barbuda,2002,female,55-74 years,,4050,,814615333
Antigua and Barbuda,2002,female,75+ years,,1547,,814615333
Antigua and Barbuda,2002,male,15-24 years,,6416,,814615333
Antigua and Barbuda,2002,male,25-34 years,,6921,,814615333
Antigua and Barbuda,2002,male,35-54 years,,10604,,814615333
Antigua and Barbuda,2002,male,5-14 years,,7980,,814615333
Antigua and Barbuda,2002,male,55-74 years,,3527,,814615333
Antigua and Barbuda,2002,male,75+ years,,1024,,814615333
Antigua and Barbuda,2003,male,55-74 years,1,3594,,855643111
Antigua and Barbuda,2003,female,15-24 years,,7454,,855643111
Antigua and Barbuda,2003,female,25-34 years,,7831,,855643111
Antigua and Barbuda,2003,female,35-54 years,,12129,,855643111
Antigua and Barbuda,2003,female,5-14 years,,8423,,855643111
Antigua and Barbuda,2003,female,55-74 years,,4054,,855643111
Antigua and Barbuda,2003,female,75+ years,,1583,,855643111
Antigua and Barbuda,2003,male,15-24 years,,6730,,855643111
Antigua and Barbuda,2003,male,25-34 years,,6734,,855643111
Antigua and Barbuda,2003,male,35-54 years,,10997,,855643111
Antigua and Barbuda,2003,male,5-14 years,,8061,,855643111
Antigua and Barbuda,2003,male,75+ years,,1068,,855643111
Antigua and Barbuda,2004,male,55-74 years,1,3665,,919577148
Antigua and Barbuda,2004,male,35-54 years,1,11406,,919577148
Antigua and Barbuda,2004,female,15-24 years,,7648,,919577148
Antigua and Barbuda,2004,female,25-34 years,,7531,,919577148
Antigua and Barbuda,2004,female,35-54 years,,12492,,919577148
Antigua and Barbuda,2004,female,5-14 years,,8488,,919577148
Antigua and Barbuda,2004,female,55-74 years,,4088,,919577148
Antigua and Barbuda,2004,female,75+ years,,1590,,919577148
Antigua and Barbuda,2004,male,15-24 years,,6968,,919577148
Antigua and Barbuda,2004,male,25-34 years,,6556,,919577148
Antigua and Barbuda,2004,male,5-14 years,,8196,,919577148
Antigua and Barbuda,2004,male,75+ years,,1094,,919577148
Antigua and Barbuda,2005,female,15-24 years,,7780,,1022191296
Antigua and Barbuda,2005,female,25-34 years,,7327,,1022191296
Antigua and Barbuda,2005,female,35-54 years,,12835,,1022191296
Antigua and Barbuda,2005,female,5-14 years,,8584,,1022191296
Antigua and Barbuda,2005,female,55-74 years,,4157,,1022191296
Antigua and Barbuda,2005,female,75+ years,,1575,,1022191296
Antigua and Barbuda,2005,male,15-24 years,,7113,,1022191296
Antigua and Barbuda,2005,male,25-34 years,,6444,,1022191296
Antigua and Barbuda,2005,male,35-54 years,,11778,,1022191296
Antigua and Barbuda,2005,male,5-14 years,,8358,,1022191296
Antigua and Barbuda,2005,male,55-74 years,,3748,,1022191296
Antigua and Barbuda,2005,male,75+ years,,1110,,1022191296
Antigua and Barbuda,2006,female,15-24 years,,7902,,1157005444
Antigua and Barbuda,2006,female,25-34 years,,7098,,1157005444
Antigua and Barbuda,2006,female,35-54 years,,13374,,1157005444
Antigua and Barbuda,2006,female,5-14 years,,8571,,1157005444
Antigua and Barbuda,2006,female,55-74 years,,4256,,1157005444
Antigua and Barbuda,2006,female,75+ years,,1573,,1157005444
Antigua and Barbuda,2006,male,15-24 years,,7239,,1157005444
Antigua and Barbuda,2006,male,25-34 years,,6319,,1157005444
Antigua and Barbuda,2006,male,35-54 years,,12202,,1157005444
Antigua and Barbuda,2006,male,5-14 years,,8485,,1157005444
Antigua and Barbuda,2006,male,55-74 years,,3847,,1157005444
Antigua and Barbuda,2006,male,75+ years,,1107,,1157005444
Antigua and Barbuda,2007,male,35-54 years,1,12530,,1311401333
Antigua and Barbuda,2007,female,15-24 years,,8013,,1311401333
Antigua and Barbuda,2007,female,25-34 years,,6962,,1311401333
Antigua and Barbuda,2007,female,35-54 years,,13860,,1311401333
Antigua and Barbuda,2007,female,5-14 years,,8555,,1311401333
Antigua and Barbuda,2007,female,55-74 years,,4400,,1311401333
Antigua and Barbuda,2007,female,75+ years,,1568,,1311401333
Antigua and Barbuda,2007,male,15-24 years,,7330,,1311401333
Antigua and Barbuda,2007,male,25-34 years,,6267,,1311401333
Antigua and Barbuda,2007,male,5-14 years,,8564,,1311401333
Antigua and Barbuda,2007,male,55-74 years,,3988,,1311401333
Antigua and Barbuda,2007,male,75+ years,,1094,,1311401333
Antigua and Barbuda,2008,female,15-24 years,,8108,,1368431037
Antigua and Barbuda,2008,female,25-34 years,,6910,,1368431037
Antigua and Barbuda,2008,female,35-54 years,,14278,,1368431037
