,country,year,sex,age,suicide_no,pop,HDI,gdp_for_year,suicide_person,generation
20506,Republic of Korea,2008,male,75+ years,828,534462,,1002219052968,154.9221460085095,Silent
20507,Republic of Korea,2008,male,55-74 years,2686,3658864,,1002219052968,73.41076355939985,Boomers
20508,Republic of Korea,2008,female,75+ years,755,1118039,,1002219052968,67.52895024234397,Silent
20509,Republic of Korea,2008,male,35-54 years,3265,8479364,,1002219052968,38.50524638404484,Generation X
20510,Republic of Korea,2008,female,25-34 years,943,3931977,,1002219052968,23.982846288266693,Millenials
20511,Republic of Korea,2008,male,25-34 years,977,4106089,,1002219052968,23.793931402850742,Millenials
20512,Republic of Korea,2008,female,55-74 years,964,4138869,,1002219052968,23.2913870914977,Boomers
20513,Republic of Korea,2008,female,35-54 years,15,8209985,,1002219052968,0.182704353296626,Generation X
20514,Republic of Korea,2008,male,15-24 years,481,3456651,,1002219052968,13.915202894362203,Millenials
20515,Republic of Korea,2008,female,15-24 years,41,3128527,,1002219052968,1.3105208936985362,Millenials
20516,Republic of Korea,2008,female,05-14 years,26,3008336,,1002219052968,0.8642651618702166,Generation Z
20517,Republic of Korea,2008,male,05-14 years,23,3330584,,1002219052968,0.6905695817910613,Generation Z
20518,Republic of Korea,2009,male,75+ years,16,578635,,901934953365,2.76512827602893,Silent
20519,Republic of Korea,2009,male,55-74 years,325,3806592,,901934953365,8.537820706815966,Boomers
20520,Republic of Korea,2009,female,75+ years,92,1191463,,901934953365,7.721599411815558,Silent
20521,Republic of Korea,2009,male,35-54 years,448,8621339,,901934953365,5.1964085857196896,Generation X
20522,Republic of Korea,2009,male,25-34 years,126,4022361,,901934953365,3.1324886055726973,Millenials
20523,Republic of Korea,2009,female,25-34 years,1121,3844207,,901934953365,29.160760593797367,Millenials
20524,Republic of Korea,2009,female,55-74 years,1152,4264449,,901934953365,27.01404096988849,Boomers
20525,Republic of Korea,2009,female,35-54 years,178,8350429,,901934953365,2.131627009821891,Generation X
20526,Republic of Korea,2009,male,15-24 years,549,3472834,,901934953365,15.808414683800033,Millenials
20527,Republic of Korea,2009,female,15-24 years,46,3120462,,901934953365,1.4741406881416919,Millenials
20528,Republic of Korea,2009,female,05-14 years,42,2908040,,901934953365,1.4442717431672192,Generation Z
20529,Republic of Korea,2009,male,05-14 years,39,3199206,,901934953365,1.219052477395954,Generation Z
20530,Republic of Korea,2010,male,75+ years,1152,631853,,1094499338703,182.32088792804655,Silent
20531,Republic of Korea,2010,male,55-74 years,3298,3986626,,1094499338703,82.72659637497975,Boomers
20532,Republic of Korea,2010,female,75+ years,914,1275018,,1094499338703,71.68526248256887,Silent
20533,Republic of Korea,2010,male,35-54 years,45,8681362,,1094499338703,0.51835184386966,Generation X
20534,Republic of Korea,2010,male,25-34 years,131,3936496,,1094499338703,3.327832671492617,Millenials
20535,Republic of Korea,2010,female,55-74 years,12,4424476,,1094499338703,0.27121855785860294,Boomers
20536,Republic of Korea,2010,female,25-34 years,972,3756347,,1094499338703,25.876203662760656,Millenials
20537,Republic of Korea,2010,female,35-54 years,1745,8411310,,1094499338703,20.745876682704598,Generation X
20538,Republic of Korea,2010,male,15-24 years,493,3509674,,1094499338703,14.046888685387874,Millenials
20539,Republic of Korea,2010,female,15-24 years,372,3137470,,1094499338703,11.85668707589236,Millenials
20540,Republic of Korea,2010,female,05-14 years,34,2793259,,1094499338703,1.2172161621962017,Generation Z
20541,Republic of Korea,2010,male,05-14 years,27,3054724,,1094499338703,0.8838769067189048,Generation Z
20542,Republic of Korea,2011,male,75+ years,1276,688365,,1202463682634,185.3667748941332,Silent
20543,Republic of Korea,2011,male,55-74 years,3393,4177826,,1202463682634,81.21448810936597,Boomers
20544,Republic of Korea,2011,female,75+ years,894,1360809,,1202463682634,65.69621453120901,Silent
20545,Republic of Korea,2011,male,35-54 years,4255,8696946,,1202463682634,48.92522041645424,Generation X
20546,Republic of Korea,2011,male,25-34 years,1384,3868804,,1202463682634,35.77332943204153,Millenials
20547,Republic of Korea,2011,female,55-74 years,1178,4598818,,1202463682634,25.61527766482605,Boomers
20548,Republic of Korea,2011,female,25-34 years,91,3682791,,1202463682634,2.470952057827881,Millenials
20549,Republic of Korea,2011,female,35-54 years,1694,8426582,,1202463682634,20.10305008602539,Generation X
20550,Republic of Korea,2011,male,15-24 years,528,3543608,,1202463682634,14.900067953340212,Generation Z
20551,Republic of Korea,2011,female,15-24 years,347,3161440,,1202463682634,10.976010931727314,Generation Z
20552,Republic of Korea,2011,male,05-14 years,3,2914466,,1202463682634,0.10293480864075957,Generation Z
20553,Republic of Korea,2011,female,05-14 years,26,2677562,,1202463682634,0.9710326035400861,Generation Z
20554,Republic of Korea,2012,male,75+ years,1137,745816,,1222807284485,152.45047035729993,Silent
20555,Republic of Korea,2012,male,55-74 years,339,4379584,,1222807284485,7.740461194487878,Boomers
20556,Republic of Korea,2012,female,75+ years,887,1444622,,1222807284485,61.40014481296838,Silent
20557,Republic of Korea,2012,male,35-54 years,3732,8693747,,1222807284485,42.927405179837876,Generation X
20558,Republic of Korea,2012,male,25-34 years,121,3795994,,1222807284485,3.1875708971088996,Millenials
20559,Republic of Korea,2012,female,55-74 years,16,4778393,,1222807284485,0.33484060436217783,Boomers
20560,Republic of Korea,2012,female,25-34 years,733,3604570,,1222807284485,20.335296581839167,Millenials
20561,Republic of Korea,2012,female,35-54 years,1539,8431939,,1222807284485,18.25202957469213,Generation X
20562,Republic of Korea,2012,male,15-24 years,475,3573502,,1222807284485,13.292283032162848,Generation Z
20563,Republic of Korea,2012,female,15-24 years,299,3188031,,1222807284485,9.378829754164874,Generation Z
20564,Republic of Korea,2012,male,05-14 years,28,2802575,,1222807284485,0.9990812021087749,Generation Z
20565,Republic of Korea,2012,female,05-14 years,2,2582212,,1222807284485,0.0774529744265769,Generation Z
20566,Republic of Korea,2013,male,75+ years,1191,806960,,1305604981272,147.59095865966094,Silent
20567,Republic of Korea,2013,male,55-74 years,3136,4595358,,1305604981272,68.2427789086291,Boomers
20568,Republic of Korea,2013,female,75+ years,816,1531049,,1305604981272,53.296791938076446,Silent
20569,Republic of Korea,2013,male,35-54 years,4112,8662051,,1305604981272,47.47143603749274,Generation X
20570,Republic of Korea,2013,male,25-34 years,1126,3731895,,1305604981272,30.172338717997157,Millenials
20571,Republic of Korea,2013,female,55-74 years,14,4970200,,1305604981272,0.28167880568186393,Boomers
20572,Republic of Korea,2013,female,25-34 years,698,3536920,,1305604981272,19.734684414688488,Millenials
20573,Republic of Korea,2013,female,35-54 years,155,8407766,,1305604981272,1.8435337044346858,Generation X
20574,Republic of Korea,2013,male,15-24 years,473,3589652,,1305604981272,13.176764767169631,Generation Z
20575,Republic of Korea,2013,female,15-24 years,283,3205797,,1305604981272,8.82775796471205,Generation Z
20576,Republic of Korea,2013,male,05-14 years,21,2708467,,1305604981272,0.775346349060188,Generation Z
20577,Republic of Korea,2013,female,05-14 years,16,2502109,,1305604981272,0.6394605510791097,Generation Z
20578,Republic of Korea,2014,male,75+ years,19,875829,,1411333926201,2.169373245233944,Silent
20579,Republic of Korea,2014,male,55-74 years,2952,4819912,,1411333926201,61.24593146098933,Boomers
20580,Republic of Korea,2014,male,35-54 years,485,8631486,,1411333926201,5.618962945661964,Generation X
20581,Republic of Korea,2014,female,75+ years,721,1627234,,1411333926201,44.30831705827189,Silent
20582,Republic of Korea,2014,male,25-34 years,1133,3662939,,1411333926201,30.93144603281682,Millenials
20583,Republic of Korea,2014,female,25-34 years,643,3460437,,1411333926201,18.581468178730027,Millenials
20584,Republic of Korea,2014,female,55-74 years,961,5173521,,1411333926201,18.575357092394135,Boomers
20585,Republic of Korea,2014,female,35-54 years,156,8376722,,1411333926201,1.8623036552961887,Generation X
20586,Republic of Korea,2014,male,15-24 years,453,3588494,,1411333926201,12.623680017299737,Generation Z
20587,Republic of Korea,2014,female,15-24 years,257,3209671,,1411333926201,8.007051189981777,Generation Z
20588,Republic of Korea,2014,male,05-14 years,22,2615352,,1411333926201,0.8411869606844509,Generation Z
20589,Republic of Korea,2014,female,05-14 years,11,2424320,,1411333926201,0.45373548046462514,Generation Z
20590,Republic of Korea,2015,male,75+ years,1329,944284,,1382764027114,140.7415565656095,Silent
20591,Republic of Korea,2015,male,55-74 years,3123,5071921,,1382764027114,61.57430291205245,Boomers
20592,Republic of Korea,2015,female,75+ years,75,1721418,,1382764027114,4.356873228931033,Silent
20593,Republic of Korea,2015,male,35-54 years,3678,8593620,,1382764027114,42.799192889608804,Generation X
20594,Republic of Korea,2015,male,25-34 years,988,3573299,,1382764027114,27.64951939370313,Millenials
20595,Republic of Korea,2015,female,55-74 years,99,5412589,,1382764027114,1.8290692310094117,Boomers
20596,Republic of Korea,2015,female,25-34 years,572,3353452,,1382764027114,17.057050466206167,Millenials
20597,Republic of Korea,2015,female,35-54 years,1372,8337331,,1382764027114,16.456105676984638,Generation X
20598,Republic of Korea,2015,male,15-24 years,421,3580725,,1382764027114,11.757395499514763,Generation Z
20599,Republic of Korea,2015,female,15-24 years,256,3211732,,1382764027114,7.970777138316647,Generation Z
20600,Republic of Korea,2015,male,05-14 years,17,2523952,,1382764027114,0.6735468820326218,Generation Z
20601,Republic of Korea,2015,female,05-14 years,14,2347429,,1382764027114,0.5963971647278788,Generation Z
20602,Romania,1989,male,75+ years,138,374100,,42105263158,36.888532477947074,G. I. Generation
20603,Romania,1989,male,35-54 years,734,2847600,,42105263158,25.776092147773564,Boomers
20604,Romania,1989,male,55-74 years,47,1824900,,42105263158,2.575483588141816,Silent
20605,Romania,1989,male,25-34 years,333,1643900,,42105263158,20.25670661232435,Boomers
20606,Romania,1989,female,75+ years,69,555000,,42105263158,12.432432432432432,G. I. Generation
20607,Romania,1989,male,15-24 years,197,1907000,,42105263158,10.330361824855794,Generation X
20608,Romania,1989,female,55-74 years,189,2162500,,42105263158,8.739884393063583,Silent
20609,Romania,1989,female,35-54 years,237,2891300,,42105263158,8.197004807526026,Boomers
20610,Romania,1989,female,25-34 years,67,1587400,,42105263158,4.220738314224518,Boomers
20611,Romania,1989,female,15-24 years,75,1830400,,42105263158,4.097465034965035,Generation X
20612,Romania,1989,male,05-14 years,14,1902500,,42105263158,0.735873850197109,Millenials
20613,Romania,1989,female,05-14 years,6,1817900,,42105263158,0.3300511579294791,Millenials
20614,Romania,1990,male,75+ years,97,377600,0.703,38995454545,25.6885593220339,G. I. Generation
20615,Romania,1990,male,55-74 years,413,1854500,0.703,38995454545,22.27015368023726,Silent
20616,Romania,1990,male,35-54 years,67,2875600,0.703,38995454545,2.329948532480178,Boomers
20617,Romania,1990,male,25-34 years,21,1581200,0.703,38995454545,1.3281052365292183,Generation X
20618,Romania,1990,female,75+ years,64,566300,0.703,38995454545,11.301430337277061,G. I. Generation
20619,Romania,1990,male,15-24 years,177,1966300,0.703,38995454545,9.001678279001169,Generation X
20620,Romania,1990,female,55-74 years,196,2188100,0.703,38995454545,8.95754307389973,Silent
20621,Romania,1990,female,35-54 years,167,2919600,0.703,38995454545,5.719961638580627,Boomers
20622,Romania,1990,female,25-34 years,57,1521500,0.703,38995454545,3.746302990469931,Generation X
20623,Romania,1990,female,15-24 years,69,1887200,0.703,38995454545,3.656210258584146,Generation X
20624,Romania,1990,male,05-14 years,19,1873200,0.703,38995454545,1.0143070681187274,Millenials
20625,Romania,1990,female,05-14 years,3,1790800,0.703,38995454545,0.16752289479562207,Millenials
20626,Romania,1991,male,75+ years,11,366900,,28998684211,2.998092123194331,G. I. Generation
20627,Romania,1991,male,55-74 years,487,1899700,,28998684211,25.63562667789651,Silent
20628,Romania,1991,male,35-54 years,645,2894400,,28998684211,22.28441127694859,Boomers
20629,Romania,1991,male,25-34 years,229,1523400,,28998684211,15.032164894315347,Generation X
20630,Romania,1991,female,75+ years,65,559700,,28998684211,11.613364302304806,G. I. Generation
20631,Romania,1991,female,55-74 years,183,2236300,,28998684211,8.183159683405625,Silent
20632,Romania,1991,male,15-24 years,152,2028200,,28998684211,7.49432994773691,Generation X
20633,Romania,1991,female,35-54 years,161,2938000,,28998684211,5.479918311776719,Boomers
20634,Romania,1991,female,25-34 years,6,1462900,,28998684211,0.4101442340556429,Generation X
20635,Romania,1991,female,15-24 years,52,1946600,,28998684211,2.671324360423302,Generation X
20636,Romania,1991,male,05-14 years,15,1841200,,28998684211,0.81468607429937,Millenials
20637,Romania,1991,female,05-14 years,2,1760700,,28998684211,0.11359118532401885,Millenials
20638,Romania,1992,male,75+ years,13,348100,,25121666667,3.7345590347601263,G. I. Generation
20639,Romania,1992,male,55-74 years,61,1942300,,25121666667,3.140606497451475,Silent
20640,Romania,1992,male,35-54 years,87,2861100,,25121666667,3.0407885079165355,Boomers
20641,Romania,1992,male,25-34 years,282,1411700,,25121666667,19.97591556279663,Generation X
20642,Romania,1992,female,75+ years,69,553400,,25121666667,12.468377303939285,G. I. Generation
20643,Romania,1992,male,15-24 years,235,2033700,,25121666667,11.555293307764174,Generation X
20644,Romania,1992,female,55-74 years,189,2295000,,25121666667,8.235294117647058,Silent
20645,Romania,1992,female,35-54 years,188,2906600,,25121666667,6.468038257758206,Boomers
20646,Romania,1992,female,25-34 years,58,1374900,,25121666667,4.218488617353989,Generation X
20647,Romania,1992,female,15-24 years,65,1959800,,25121666667,3.316664965812838,Generation X
20648,Romania,1992,male,05-14 years,13,1806200,,25121666667,0.7197431070756284,Millenials
20649,Romania,1992,female,05-14 years,4,1734300,,25121666667,0.2306406042783832,Millenials
20650,Romania,1993,male,35-54 years,943,2869900,,26362894737,32.8582877452176,Boomers
20651,Romania,1993,male,75+ years,11,318400,,26362894737,3.4547738693467336,G. I. Generation
20652,Romania,1993,male,55-74 years,67,1993400,,26362894737,3.3610916022875488,Silent
20653,Romania,1993,male,25-34 years,326,1508500,,26362894737,21.610871726881008,Generation X
20654,Romania,1993,female,75+ years,62,516800,,26362894737,11.996904024767803,G. I. Generation
20655,Romania,1993,male,15-24 years,197,1960800,,26362894737,10.046919624643003,Generation X
20656,Romania,1993,female,55-74 years,217,2366500,,26362894737,9.169659835199662,Silent
20657,Romania,1993,female,35-54 years,194,2917900,,26362894737,6.648617156173961,Boomers
20658,Romania,1993,female,25-34 years,51,1468500,,26362894737,3.4729315628192032,Generation X
20659,Romania,1993,female,15-24 years,57,1886900,,26362894737,3.0208278128146695,Generation X
20660,Romania,1993,male,05-14 years,17,1786000,,26362894737,0.9518477043673013,Millenials
20661,Romania,1993,female,05-14 years,2,1714000,,26362894737,0.11668611435239207,Millenials
20662,Romania,1994,male,75+ years,125,307900,,30074440483,40.59759662227996,G. I. Generation
20663,Romania,1994,male,35-54 years,993,2872400,,30074440483,34.57039409552987,Boomers
20664,Romania,1994,male,55-74 years,68,2025500,,30074440483,3.3571957541347817,Silent
20665,Romania,1994,male,25-34 years,329,1562300,,30074440483,21.05869551302567,Generation X
20666,Romania,1994,male,15-24 years,222,1936600,,30074440483,11.463389445419807,Generation X
20667,Romania,1994,female,75+ years,55,508000,,30074440483,10.826771653543307,G. I. Generation
20668,Romania,1994,female,55-74 years,221,2412500,,30074440483,9.160621761658032,Silent
20669,Romania,1994,female,35-54 years,19,2920000,,30074440483,0.6506849315068494,Boomers
20670,Romania,1994,female,25-34 years,61,1518200,,30074440483,4.017915953102358,Generation X
20671,Romania,1994,female,15-24 years,57,1864500,,30074440483,3.057119871279163,Generation X
20672,Romania,1994,male,05-14 years,21,1764000,,30074440483,1.1904761904761905,Millenials
20673,Romania,1994,female,05-14 years,5,1694100,,30074440483,0.2951419632843398,Millenials
20674,Romania,1995,male,35-54 years,121,2865200,0.69,37662075750,4.223090883707943,Boomers
20675,Romania,1995,male,75+ years,99,313200,0.69,37662075750,31.60919540229885,G. I. Generation
20676,Romania,1995,male,55-74 years,579,2038700,0.69,37662075750,28.40045126796488,Silent
20677,Romania,1995,male,25-34 years,323,1605100,0.69,37662075750,20.123356800199364,Generation X
20678,Romania,1995,male,15-24 years,223,1929800,0.69,37662075750,11.55560161674785,Generation X
20679,Romania,1995,female,55-74 years,193,2432500,0.69,37662075750,7.934224049331963,Silent
20680,Romania,1995,female,75+ years,35,523500,0.69,37662075750,6.685768863419293,G. I. Generation
20681,Romania,1995,female,35-54 years,191,2913000,0.69,37662075750,6.556814280810161,Boomers
20682,Romania,1995,female,25-34 years,65,1560400,0.69,37662075750,4.165598564470648,Generation X
20683,Romania,1995,female,15-24 years,49,1855500,0.69,37662075750,2.640797628671517,Generation X
20684,Romania,1995,male,05-14 years,11,1741700,0.69,37662075750,0.6315668599644026,Millenials
20685,Romania,1995,female,05-14 years,4,1672700,0.69,37662075750,0.2391343337119627,Millenials
20686,Romania,1996,male,35-54 years,159,2874300,,37182938696,5.5317816511846365,Boomers
20687,Romania,1996,male,75+ years,11,314000,,37182938696,3.5031847133757963,G. I. Generation
20688,Romania,1996,male,55-74 years,615,2023700,,37182938696,30.389879922913476,Silent
20689,Romania,1996,male,25-34 years,32,1629200,,37182938696,1.9641541861036091,Generation X
20690,Romania,1996,male,15-24 years,234,1940800,,37182938696,12.056883759274527,Millenials
20691,Romania,1996,female,55-74 years,196,2421700,,37182938696,8.09348804558781,Silent
20692,Romania,1996,female,75+ years,39,531400,,37182938696,7.339104252916823,G. I. Generation
20693,Romania,1996,female,35-54 years,177,2926100,,37182938696,6.049007210963398,Boomers
20694,Romania,1996,female,25-34 years,42,1590500,,37182938696,2.640679031751022,Generation X
20695,Romania,1996,female,15-24 years,37,1856200,,37182938696,1.9933196853787307,Millenials
20696,Romania,1996,male,05-14 years,15,1677700,,37182938696,0.8940811825713775,Millenials
20697,Romania,1996,female,05-14 years,2,1611700,,37182938696,0.12409257305950239,Millenials
20698,Romania,1997,male,35-54 years,152,2869400,,35838588170,5.2972746915731515,Boomers
20699,Romania,1997,male,75+ years,19,326700,,35838588170,5.8157330884603615,G. I. Generation
20700,Romania,1997,male,55-74 years,622,2007400,,35838588170,30.985354189498853,Silent
20701,Romania,1997,male,25-34 years,369,1659700,,35838588170,22.232933662710128,Generation X
20702,Romania,1997,male,15-24 years,27,1942100,,35838588170,1.3902476700478863,Millenials
20703,Romania,1997,female,75+ years,46,554700,,35838588170,8.292770867135388,G. I. Generation
20704,Romania,1997,female,55-74 years,173,2409000,,35838588170,7.181403071814031,Silent
20705,Romania,1997,female,35-54 years,172,2924900,,35838588170,5.880542924544429,Boomers
20706,Romania,1997,female,15-24 years,48,1850300,,35838588170,2.5941739177430687,Millenials
20707,Romania,1997,female,25-34 years,41,1625900,,35838588170,2.52168030014146,Generation X
20708,Romania,1997,male,05-14 years,16,1631600,,35838588170,0.9806325079676391,Millenials
20709,Romania,1997,female,05-14 years,4,1567300,,35838588170,0.25521597652013017,Millenials
20710,Romania,1998,male,35-54 years,182,2866500,,41976002704,6.349206349206349,Boomers
20711,Romania,1998,male,75+ years,125,339700,,41976002704,36.79717397703856,G. I. Generation
20712,Romania,1998,male,55-74 years,616,1982600,,41976002704,31.070311711893474,Silent
20713,Romania,1998,male,25-34 years,332,1706100,,41976002704,19.45958619072739,Generation X
20714,Romania,1998,male,15-24 years,176,1918800,,41976002704,9.172399416301856,Millenials
20715,Romania,1998,female,55-74 years,168,2387500,,41976002704,7.036649214659686,Silent
20716,Romania,1998,female,75+ years,39,576700,,41976002704,6.762614877752731,G. I. Generation
20717,Romania,1998,female,35-54 years,175,2927600,,41976002704,5.977592567290613,Boomers
20718,Romania,1998,female,25-34 years,52,1665800,,41976002704,3.1216232440869254,Generation X
20719,Romania,1998,female,15-24 years,54,1831300,,41976002704,2.9487249494894336,Millenials
20720,Romania,1998,male,05-14 years,19,1600400,,41976002704,1.1872031992002,Millenials
20721,Romania,1998,female,05-14 years,0,1535400,,41976002704,0.0,Millenials
20722,Romania,1999,male,75+ years,125,355100,,36183003978,35.201351731906506,G. I. Generation
20723,Romania,1999,male,35-54 years,945,2862700,,36183003978,33.010794005658994,Boomers
20724,Romania,1999,male,55-74 years,613,1960600,,36183003978,31.265938998265838,Silent
20725,Romania,1999,male,25-34 years,322,1770400,,36183003978,18.187980117487573,Generation X
20726,Romania,1999,male,15-24 years,195,1880500,,36183003978,10.369582557830364,Millenials
20727,Romania,1999,female,75+ years,53,597400,,36183003978,8.87177770338132,G. I. Generation
20728,Romania,1999,female,55-74 years,183,2369700,,36183003978,7.722496518546651,Silent
20729,Romania,1999,female,35-54 years,163,2925700,,36183003978,5.571316266192706,Boomers
20730,Romania,1999,female,25-34 years,51,1720700,,36183003978,2.9639100366130062,Generation X
20731,Romania,1999,female,15-24 years,47,1800200,,36183003978,2.6108210198866795,Millenials
20732,Romania,1999,male,05-14 years,35,1566000,,36183003978,2.234993614303959,Millenials
20733,Romania,1999,female,05-14 years,4,1501800,,36183003978,0.26634705020641897,Millenials
20734,Romania,2000,male,35-54 years,978,2865300,0.706,37438527800,34.13255156528112,Generation X
20735,Romania,2000,male,55-74 years,658,1934900,0.706,37438527800,34.006925422502455,Silent
20736,Romania,2000,male,75+ years,114,375100,0.706,37438527800,30.39189549453479,G. I. Generation
20737,Romania,2000,male,25-34 years,364,1851600,0.706,37438527800,19.658673579606827,Generation X
20738,Romania,2000,female,75+ years,65,623400,0.706,37438527800,10.42669233237087,G. I. Generation
20739,Romania,2000,male,15-24 years,188,1846000,0.706,37438527800,10.18418201516793,Millenials
20740,Romania,2000,female,55-74 years,171,2347300,0.706,37438527800,7.284965705278405,Silent
20741,Romania,2000,female,35-54 years,179,2929500,0.706,37438527800,6.110257723160949,Generation X
20742,Romania,2000,female,25-34 years,58,1792700,0.706,37438527800,3.2353433368661797,Generation X
20743,Romania,2000,female,15-24 years,32,1771300,0.706,37438527800,1.8065827358437305,Millenials
20744,Romania,2000,male,05-14 years,23,1508100,0.706,37438527800,1.5250978051853326,Millenials
20745,Romania,2000,female,05-14 years,6,1445200,0.706,37438527800,0.41516745087185164,Millenials
20746,Romania,2001,male,35-54 years,143,2857051,,40716836998,5.005160915923447,Generation X
20747,Romania,2001,male,75+ years,113,396468,,40716836998,28.50166974383809,G. I. Generation
20748,Romania,2001,male,55-74 years,54,1915525,,40716836998,2.8190704898134977,Boomers
20749,Romania,2001,male,25-34 years,371,1931865,,40716836998,19.20424046193704,Generation X
20750,Romania,2001,male,15-24 years,185,1809255,,40716836998,10.225203191368823,Millenials
20751,Romania,2001,female,75+ years,54,653462,,40716836998,8.263678683687804,G. I. Generation
20752,Romania,2001,female,55-74 years,178,2329886,,40716836998,7.63985877420612,Boomers
20753,Romania,2001,female,35-54 years,138,2921486,,40716836998,4.723623525835825,Generation X
20754,Romania,2001,female,25-34 years,36,1868696,,40716836998,1.9264770727823037,Generation X
20755,Romania,2001,male,05-14 years,26,1456471,,40716836998,1.7851368135719832,Generation Z
20756,Romania,2001,female,15-24 years,31,1739076,,40716836998,1.7825557939963521,Millenials
20757,Romania,2001,female,05-14 years,5,1393646,,40716836998,0.35877116570492074,Generation Z
20758,Romania,2002,male,35-54 years,1138,2808780,,46174557556,40.51581113508356,Generation X
20759,Romania,2002,male,75+ years,142,404282,,46174557556,35.123997605631715,G. I. Generation
20760,Romania,2002,male,55-74 years,651,1878420,,46174557556,34.656786022295336,Boomers
20761,Romania,2002,male,25-34 years,375,1876794,,46174557556,19.980882291823182,Generation X
20762,Romania,2002,male,15-24 years,198,1739618,,46174557556,11.381809109816063,Millenials
20763,Romania,2002,female,75+ years,59,669890,,46174557556,8.807416142948842,G. I. Generation
20764,Romania,2002,female,55-74 years,187,2292484,,46174557556,8.157090736511138,Boomers
20765,Romania,2002,female,35-54 years,175,2875101,,46174557556,6.086742691821957,Generation X
20766,Romania,2002,female,25-34 years,58,1810431,,46174557556,3.2036570297349085,Generation X
20767,Romania,2002,male,05-14 years,35,1372601,,46174557556,2.549903431514329,Generation Z
20768,Romania,2002,female,15-24 years,38,1659695,,46174557556,2.289577301853654,Millenials
20769,Romania,2002,female,05-14 years,11,1312484,,46174557556,0.8381054549998324,Generation Z
20770,Romania,2003,male,35-54 years,169,2925320,,59867801205,5.777145748157467,Generation X
20771,Romania,2003,male,55-74 years,662,1863111,,59867801205,35.5319677678893,Boomers
20772,Romania,2003,male,75+ years,127,421121,,59867801205,30.157603159187026,Silent
20773,Romania,2003,male,25-34 years,349,1803090,,59867801205,19.355661669689255,Generation X
20774,Romania,2003,male,15-24 years,157,1733591,,59867801205,9.056346047020318,Millenials
20775,Romania,2003,female,75+ years,55,692956,,59867801205,7.937011873769763,Silent
20776,Romania,2003,female,55-74 years,176,2280751,,59867801205,7.7167564543433285,Boomers
20777,Romania,2003,female,35-54 years,188,2993019,,59867801205,6.2812832127026255,Generation X
20778,Romania,2003,female,15-24 years,45,1654756,,59867801205,2.719434164311838,Millenials
20779,Romania,2003,female,25-34 years,36,1733161,,59867801205,2.0771295915382355,Generation X
20780,Romania,2003,male,05-14 years,22,1307126,,59867801205,1.6830818146070081,Generation Z
20781,Romania,2003,female,05-14 years,8,1248839,,59867801205,0.6405949846217166,Generation Z
20782,Romania,2004,male,55-74 years,646,1874080,,76216441462,34.470246734397676,Boomers
20783,Romania,2004,male,35-54 years,999,2968149,,76216441462,33.65733997855229,Generation X
20784,Romania,2004,male,75+ years,127,436622,,76216441462,29.086944771449904,Silent
20785,Romania,2004,male,25-34 years,311,1778966,,76216441462,17.482065424521885,Generation X
20786,Romania,2004,male,15-24 years,166,1719930,,76216441462,9.65155558656457,Millenials
20787,Romania,2004,female,75+ years,55,715640,,76216441462,7.685428427701079,Silent
20788,Romania,2004,female,55-74 years,174,2298125,,76216441462,7.5713897198803375,Boomers
20789,Romania,2004,female,35-54 years,13,3030172,,76216441462,0.42901855076213496,Generation X
20790,Romania,2004,female,25-34 years,49,1706579,,76216441462,2.8712412375870087,Generation X
20791,Romania,2004,male,05-14 years,27,1247536,,76216441462,2.164266201536469,Generation Z
20792,Romania,2004,female,15-24 years,33,1644876,,76216441462,2.0062302568704267,Millenials
20793,Romania,2004,female,05-14 years,3,1190092,,76216441462,0.2520813516938186,Generation Z
20794,Romania,2005,male,55-74 years,597,1891105,0.751,99697566668,31.568844670179605,Boomers
20795,Romania,2005,male,35-54 years,943,2989109,0.751,99697566668,31.54786259049101,Generation X
20796,Romania,2005,male,75+ years,135,453633,0.751,99697566668,29.759739701476743,Silent
20797,Romania,2005,male,25-34 years,289,1771497,0.751,99697566668,16.31388593940605,Generation X
20798,Romania,2005,female,75+ years,71,740695,0.751,99697566668,9.585591910300462,Silent
20799,Romania,2005,male,15-24 years,153,1708513,0.751,99697566668,8.955155740693808,Millenials
20800,Romania,2005,female,55-74 years,187,2321086,0.751,99697566668,8.056573517741263,Boomers
20801,Romania,2005,female,35-54 years,146,3045324,0.751,99697566668,4.794235358864936,Generation X
20802,Romania,2005,female,25-34 years,34,1693275,0.751,99697566668,2.007943187019238,Generation X
20803,Romania,2005,female,15-24 years,28,1636907,0.751,99697566668,1.7105431157665036,Millenials
20804,Romania,2005,male,05-14 years,16,1187823,0.751,99697566668,1.3470020364987039,Generation Z
20805,Romania,2005,female,05-14 years,4,1130993,0.751,99697566668,0.3536715081348868,Generation Z
20806,Romania,2006,male,55-74 years,643,1905129,,123533036668,33.75099533942321,Boomers
20807,Romania,2006,male,35-54 years,996,3001835,,123533036668,33.179705080392495,Generation X
20808,Romania,2006,male,75+ years,136,468341,,123533036668,29.038670541336334,Silent
20809,Romania,2006,male,25-34 years,296,1774300,,123533036668,16.682635405512034,Millenials
20810,Romania,2006,male,15-24 years,151,1661481,,123533036668,9.088277265885075,Millenials
20811,Romania,2006,female,75+ years,63,764708,,123533036668,8.238438724323533,Silent
20812,Romania,2006,female,55-74 years,188,2337396,,123533036668,8.043138603813818,Boomers
20813,Romania,2006,female,35-54 years,16,3052218,,123533036668,0.5242089523094353,Generation X
